Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Nigeria,1052141.649,593358.4312,903977.98,11562241.36,20855603.81,68030269.69,101560829.6,54006296.49,58148760.58,47035790.57,47474692.66,75506157.77,38702386.73,50482639.37,54615715.58,1035451150,744771120.4,275345845.1,67676279.79,90600080.53,92101664.91,82545294.22,82424279.49,84096847.3,92301297.59
