geo_code,nigeria_born,total_occ,prof_occ,caring_occ,year,brain_waste_ratio
E07000008,,59865.0,22741.0,4337.0,2011,0.16016692517911219
E07000069,,41711.0,4606.0,3852.0,2011,0.4554268148498463
E06000056,,132767.0,22228.0,11532.0,2011,0.3415876777251185
E07000070,,86925.0,16496.0,6952.0,2011,0.2964858410098942
E07000071,,86075.0,15027.0,8845.0,2011,0.37051776139410186
E07000096,,73921.0,13830.0,6297.0,2011,0.31286331793113725
E07000009,,44228.0,8115.0,4417.0,2011,0.3524577082668369
E07000242,,72644.0,14701.0,5765.0,2011,0.28168669989250467
E07000072,,62256.0,10201.0,4910.0,2011,0.3249288597710277
E07000010,,44777.0,4208.0,4745.0,2011,0.52998994750363
E07000201,,31734.0,3254.0,3760.0,2011,0.5360707157114343
E07000145,,41545.0,4178.0,4966.0,2011,0.5430883639545057
E07000073,,40562.0,5007.0,4166.0,2011,0.45415894472909624
E07000098,,49933.0,9687.0,4502.0,2011,0.3172880400310099
E07000011,,89440.0,15035.0,7903.0,2011,0.34453744877495857
E07000202,,65756.0,9276.0,6642.0,2011,0.4172634753109687
E07000146,,67770.0,8192.0,7018.0,2011,0.4614069690992768
E06000032,,89589.0,12093.0,9133.0,2011,0.43027419202864414
E07000074,,30543.0,4567.0,2616.0,2011,0.3641932340247807
E07000203,,48942.0,7426.0,4396.0,2011,0.371849094907799
E07000099,,65407.0,14492.0,5388.0,2011,0.2710261569416499
E07000147,,43651.0,5239.0,5049.0,2011,0.49076594090202175
E07000148,,62748.0,12237.0,5925.0,2011,0.32623059134456556
E06000031,,88414.0,11673.0,8151.0,2011,0.4111682808716707
E07000075,,40878.0,5950.0,3301.0,2011,0.35682628904983243
E07000012,,79690.0,21310.0,6539.0,2011,0.23480196775467702
E07000149,,60798.0,10636.0,5655.0,2011,0.34712417899453685
E06000033,,81899.0,13138.0,7801.0,2011,0.372558383876976
E07000240,,71818.0,20485.0,5111.0,2011,0.19967963744335052
E07000204,,56839.0,8350.0,5722.0,2011,0.406623081296191
E07000243,,42934.0,6856.0,4200.0,2011,0.37988422575976843
E07000205,,58882.0,10264.0,5426.0,2011,0.3458253664754621
E07000076,,55406.0,6084.0,7463.0,2011,0.5508968775374622
E07000102,,44333.0,9388.0,3665.0,2011,0.2807783651267908
E06000034,,77668.0,8746.0,6411.0,2011,0.4229728838160586
E07000077,,41144.0,7565.0,3444.0,2011,0.31283495322009264
E07000103,,47835.0,9499.0,4252.0,2011,0.30921387535451966
E07000206,,49561.0,5741.0,5924.0,2011,0.5078439777111016
E07000241,,53358.0,10032.0,4623.0,2011,0.31545547594677587
E09000002,,75493.0,10046.0,8455.0,2011,0.45700232419869197
E09000003,,172470.0,42565.0,14187.0,2011,0.2499823794756132
E09000004,,110680.0,16282.0,9877.0,2011,0.37757559539737756
E09000005,,148292.0,26969.0,12073.0,2011,0.3092310844731315
E09000006,,152363.0,32575.0,11644.0,2011,0.2633257197132454
E09000007,,110168.0,35083.0,6150.0,2011,0.1491523779497005
E09000001,,4785.0,1904.0,129.0,2011,0.06345302508607968
E09000008,,173926.0,34098.0,16428.0,2011,0.32513953212207575
E09000009,,165800.0,34832.0,12408.0,2011,0.26265876375952585
E09000010,,138390.0,26236.0,13146.0,2011,0.33380732314255246
E09000011,,118330.0,24160.0,11462.0,2011,0.32176744708326316
E09000012,,119051.0,29734.0,8899.0,2011,0.23034711257215335
E09000013,,100148.0,27039.0,6518.0,2011,0.1942366719313407
E09000014,,124845.0,29820.0,9585.0,2011,0.24324324324324326
E09000015,,114755.0,26615.0,8406.0,2011,0.24002741212415407
E09000016,,113551.0,16040.0,9554.0,2011,0.3732906149878878
E09000017,,130973.0,22353.0,11583.0,2011,0.34131895332390383
E09000018,,127613.0,23584.0,10672.0,2011,0.3115366651097618
E09000019,,107255.0,33474.0,6176.0,2011,0.1557629255989912
E09000020,,82386.0,19262.0,4966.0,2011,0.20496945682681195
E09000021,,82434.0,20759.0,6214.0,2011,0.23037852667482298
E09000022,,167205.0,42956.0,12440.0,2011,0.22456495053794498
E09000023,,136570.0,30905.0,12869.0,2011,0.2939872983963083
E09000024,,105369.0,25717.0,8156.0,2011,0.24078174357157617
E09000025,,132787.0,19713.0,12182.0,2011,0.38194074306317605
E09000026,,125362.0,28665.0,9242.0,2011,0.24380721238821326
E09000027,,99916.0,29615.0,6160.0,2011,0.1721872816212439
E09000028,,147995.0,38136.0,12218.0,2011,0.2426420939746594
E09000029,,98207.0,18813.0,9023.0,2011,0.3241485845667481
E09000030,,121244.0,31093.0,7217.0,2011,0.18838423388149309
E09000031,,121461.0,21688.0,10476.0,2011,0.3257057579902997
E09000032,,179439.0,51930.0,10910.0,2011,0.17361553150859324
E09000033,,112518.0,29926.0,6085.0,2011,0.16897614617755685
E06000047,,228857.0,33166.0,23489.0,2011,0.4145971229370753
E06000005,,49215.0,7473.0,4845.0,2011,0.393326838772528
E08000037,,92238.0,14022.0,8677.0,2011,0.3822635358385832
E06000001,,37894.0,4931.0,4366.0,2011,0.4696138539313757
E06000002,,54709.0,7266.0,6658.0,2011,0.4781671933352485
E08000021,,119840.0,24404.0,10766.0,2011,0.3061131646289451
E08000022,,96409.0,17005.0,8701.0,2011,0.338481288415156
E06000057,,147827.0,22914.0,15631.0,2011,0.40552600856142174
E06000003,,56593.0,7440.0,6850.0,2011,0.4793561931420574
E08000023,,64867.0,8569.0,6750.0,2011,0.4406292838958156
E06000004,,87397.0,13928.0,8544.0,2011,0.3802064791740833
E08000024,,121920.0,14885.0,12160.0,2011,0.44962100203364763
E07000026,,46455.0,6066.0,4640.0,2011,0.43340183074911265
E07000027,,31344.0,4613.0,3604.0,2011,0.43860289643422173
E06000008,,60726.0,8507.0,6834.0,2011,0.445472915716055
E06000009,,61782.0,6359.0,7565.0,2011,0.5433065211146222
E08000001,,123803.0,18489.0,12002.0,2011,0.393624348168312
E07000117,,38304.0,4872.0,4639.0,2011,0.48775102512879825
E08000002,,88452.0,15368.0,8572.0,2011,0.35806182121971597
E07000028,,54198.0,6677.0,5181.0,2011,0.43692022263450836
E06000049,,182448.0,35695.0,16172.0,2011,0.3117974820213238
E06000050,,161037.0,29168.0,14370.0,2011,0.33005650236574946
E07000118,,53890.0,9570.0,5416.0,2011,0.36140397704524224
E07000029,,33073.0,4825.0,3127.0,2011,0.3932344064386318
E07000030,,27785.0,3594.0,2505.0,2011,0.4107230693556321
E07000119,,34796.0,7199.0,3294.0,2011,0.3139235680930144
E06000006,,57771.0,6880.0,5478.0,2011,0.4432756109402816
E07000120,,36138.0,4324.0,4479.0,2011,0.5088038168806088
E08000011,,61932.0,7221.0,7348.0,2011,0.5043585695655158
E07000121,,63197.0,11420.0,7609.0,2011,0.39986336644069576
E08000012,,197457.0,34504.0,20796.0,2011,0.3760578661844485
E08000003,,214459.0,42893.0,20918.0,2011,0.3278118192788077
E08000004,,96668.0,12531.0,9984.0,2011,0.443437708194537
E07000122,,39498.0,5193.0,4266.0,2011,0.4509990485252141
E07000123,,64462.0,10448.0,6218.0,2011,0.37309492379695186
E07000124,,28940.0,5832.0,2766.0,2011,0.3217027215631542
E08000005,,91165.0,12451.0,10092.0,2011,0.44767777137027015
E07000125,,32936.0,5427.0,3688.0,2011,0.40460778935820074
E08000006,,107288.0,16168.0,10858.0,2011,0.4017612669281433
E08000014,,122709.0,19720.0,13208.0,2011,0.4011175898931001
E07000031,,52190.0,8499.0,4724.0,2011,0.3572562958481434
E07000126,,56036.0,9215.0,5550.0,2011,0.37588892651540806
E08000013,,78862.0,11557.0,8605.0,2011,0.42679297688721357
E08000007,,137978.0,27219.0,12920.0,2011,0.3218814619198286
E08000008,,102255.0,12155.0,10181.0,2011,0.4558112464183381
E08000009,,111465.0,25013.0,8837.0,2011,0.26106351550960116
E06000007,,101235.0,18323.0,8652.0,2011,0.32074142724745136
E07000127,,52045.0,8827.0,5321.0,2011,0.37609556121006504
E08000010,,150332.0,20145.0,15422.0,2011,0.43360418365338654
E08000015,,140681.0,24866.0,15334.0,2011,0.38144278606965176
E07000128,,48895.0,7446.0,5160.0,2011,0.40932889100428366
E07000223,,29578.0,4259.0,3432.0,2011,0.44623586009621635
E07000224,,68079.0,9036.0,8279.0,2011,0.47814034074501877
E07000105,,57956.0,9107.0,5306.0,2011,0.36813987372510926
E07000004,,91251.0,17066.0,8120.0,2011,0.32240133407448585
E07000084,,90556.0,17575.0,7449.0,2011,0.2976742327365729
E06000036,,62184.0,11607.0,5806.0,2011,0.3334290472635387
E06000043,,140638.0,31910.0,12987.0,2011,0.2892620887809876
E07000106,,66079.0,13540.0,6744.0,2011,0.33247880102543875
E07000177,,75249.0,12513.0,6335.0,2011,0.3361099320882852
E07000225,,53905.0,10087.0,5199.0,2011,0.3401151380348031
E07000005,,45189.0,10414.0,3673.0,2011,0.2607368495776248
E07000226,,55676.0,6828.0,6680.0,2011,0.49452176488007105
E07000107,,49818.0,7245.0,4426.0,2011,0.37923057150201356
E07000108,,50716.0,7272.0,6484.0,2011,0.4713579528932829
E07000085,,58977.0,11407.0,5669.0,2011,0.33198641368001874
E07000061,,44793.0,7423.0,5514.0,2011,0.426219370796939
E07000086,,66048.0,11841.0,5880.0,2011,0.33180971728457764
E07000207,,65279.0,15932.0,4891.0,2011,0.23488450271334582
E07000208,,38273.0,8748.0,3291.0,2011,0.2733615748816347
E07000087,,56774.0,10390.0,4865.0,2011,0.3189118321861685
E07000112,,48639.0,6453.0,5727.0,2011,0.4701970443349754
E07000088,,40213.0,4881.0,4370.0,2011,0.47238136417684573
E07000109,,47868.0,6211.0,4291.0,2011,0.4085888402209103
E07000209,,70500.0,17257.0,5473.0,2011,0.24078310602727673
E07000089,,48313.0,10701.0,3602.0,2011,0.2518352793120324
E07000062,,40924.0,5722.0,5414.0,2011,0.48617097701149425
E07000090,,55875.0,8090.0,5591.0,2011,0.40866895694759153
E07000227,,66864.0,12789.0,6447.0,2011,0.3351528384279476
E06000046,,59735.0,8713.0,7208.0,2011,0.4527353809434081
E07000063,,46016.0,8286.0,4999.0,2011,0.3762890477982687
E07000110,,78511.0,12863.0,6633.0,2011,0.3402236356175626
E06000035,,127127.0,16464.0,12193.0,2011,0.4254806853473846
E07000228,,72805.0,14178.0,7752.0,2011,0.35348837209302325
E06000042,,128238.0,23267.0,10083.0,2011,0.3023388305847076
E07000210,,42785.0,9587.0,3691.0,2011,0.27797861123663203
E07000091,,83749.0,13383.0,8724.0,2011,0.394626136517845
E07000178,,70245.0,23616.0,5744.0,2011,0.19564032697547684
E06000044,,97004.0,15358.0,9294.0,2011,0.37700795067337334
E06000038,,80199.0,19622.0,6845.0,2011,0.25862394680167755
E07000211,,71716.0,14773.0,6789.0,2011,0.31485947500231887
E07000064,,38065.0,6151.0,4303.0,2011,0.4116127797972068
E07000212,,40985.0,7739.0,3673.0,2011,0.32185418857343145
E07000092,,51271.0,7516.0,5059.0,2011,0.4023061630218688
E07000111,,56499.0,10843.0,4530.0,2011,0.2946724777206791
E06000039,,67557.0,10527.0,6286.0,2011,0.3738773568072325
E07000006,,33442.0,6973.0,2349.0,2011,0.25198455267110065
E07000179,,70714.0,15122.0,5725.0,2011,0.2746198493788075
E06000045,,113043.0,19260.0,10967.0,2011,0.3628213186885897
E07000213,,50484.0,8223.0,4468.0,2011,0.35206051532582144
E07000214,,45303.0,9199.0,3835.0,2011,0.29423047414454506
E07000113,,63118.0,8057.0,6085.0,2011,0.43027860274360064
E07000215,,42142.0,7914.0,4076.0,2011,0.33994995829858216
E07000093,,60042.0,10933.0,5121.0,2011,0.31898592251152363
E07000114,,55589.0,7839.0,7482.0,2011,0.48834932445662815
E07000115,,60326.0,10330.0,5247.0,2011,0.33684278102330356
E07000116,,57630.0,11841.0,4780.0,2011,0.28758799109560196
E07000180,,63646.0,14741.0,5053.0,2011,0.2552793775891684
E07000216,,59760.0,14243.0,4958.0,2011,0.2582157179313577
E07000065,,71755.0,12284.0,7173.0,2011,0.3686590944133217
E06000037,,82149.0,16607.0,7183.0,2011,0.30193358554014293
E07000181,,57076.0,10502.0,5028.0,2011,0.32376046361880234
E07000094,,57793.0,14653.0,4416.0,2011,0.23158005139231214
E06000040,,74499.0,16506.0,5624.0,2011,0.25413465883416175
E07000217,,51673.0,11834.0,4376.0,2011,0.2699568167797656
E06000041,,81786.0,20959.0,6155.0,2011,0.22700449952054289
E07000229,,50977.0,8648.0,6025.0,2011,0.41061814216588294
E07000007,,86901.0,16820.0,7135.0,2011,0.2978501356710499
E06000022,,85473.0,18742.0,7276.0,2011,0.27965254823583674
E06000028,,89720.0,14701.0,9222.0,2011,0.385486770053923
E06000023,,210925.0,47657.0,17999.0,2011,0.2741409772145729
E07000078,,59529.0,12363.0,4796.0,2011,0.2795034675680401
E07000048,,20530.0,3388.0,2076.0,2011,0.37994143484626647
E06000052,,246549.0,33992.0,25925.0,2011,0.43268187659595775
E07000079,,42048.0,7242.0,3741.0,2011,0.340617317672767
E07000040,,60554.0,9261.0,6452.0,2011,0.4106154139884172
E07000049,,40451.0,6929.0,3689.0,2011,0.3474288943303824
E07000041,,57427.0,11025.0,5570.0,2011,0.33564326604398914
E07000080,,39372.0,5454.0,4253.0,2011,0.4381374265993613
E07000081,,61652.0,8384.0,6594.0,2011,0.44024569368406996
E06000053,,1344.0,124.0,147.0,2011,0.5424354243542435
E07000187,,54272.0,8604.0,5466.0,2011,0.3884861407249467
E07000042,,38866.0,5723.0,3769.0,2011,0.3970712178676781
E07000043,,45224.0,5943.0,4554.0,2011,0.4338382394969991
E07000050,,33765.0,4912.0,3184.0,2011,0.3932806324110672
E06000024,,98256.0,16909.0,9647.0,2011,0.36327007079379425
E06000026,,117891.0,16227.0,12952.0,2011,0.44388087323074815
E06000029,,72164.0,11882.0,6676.0,2011,0.35973704062937817
E07000051,,21662.0,2993.0,2180.0,2011,0.42141890585733616
E07000188,,54956.0,7117.0,5829.0,2011,0.4502549049899583
E06000025,,137271.0,23772.0,11713.0,2011,0.3300831337184726
E07000044,,40479.0,7597.0,3690.0,2011,0.32692478072118364
E07000189,,79424.0,11458.0,8086.0,2011,0.4137331150225133
E07000082,,57745.0,10984.0,5412.0,2011,0.3300805074408392
E06000030,,109872.0,17064.0,8915.0,2011,0.34316178451826473
E07000190,,54619.0,9127.0,6294.0,2011,0.4081447376953505
E07000045,,59453.0,9699.0,6366.0,2011,0.39626517273576095
E07000083,,41849.0,7054.0,3525.0,2011,0.333207297476132
E06000027,,57396.0,7070.0,7314.0,2011,0.5084816462736373
E07000046,,29731.0,3381.0,3477.0,2011,0.5069991251093613
E07000047,,25527.0,4370.0,2525.0,2011,0.36620739666424945
E07000052,,46237.0,7970.0,4561.0,2011,0.3639773362062086
E07000191,,15557.0,1819.0,1909.0,2011,0.5120708154506438
E07000053,,30170.0,4069.0,3652.0,2011,0.47299572594223543
E06000054,,240956.0,40187.0,22015.0,2011,0.353927526446095
W06000019,,28400.0,3093.0,3729.0,2011,0.5466138962181178
W06000013,,61551.0,9209.0,6535.0,2011,0.41507876016260165
W06000018,,77756.0,9854.0,7933.0,2011,0.44599988755832914
W06000015,,160377.0,36128.0,13538.0,2011,0.2725808400112753
W06000010,,81402.0,12255.0,9005.0,2011,0.4235653809971778
W06000008,,32853.0,5475.0,3267.0,2011,0.37371310912834593
W06000003,,50627.0,7880.0,6167.0,2011,0.4390261265750694
W06000004,,41474.0,6678.0,5471.0,2011,0.45032512964029964
W06000005,,74421.0,10142.0,7124.0,2011,0.41260280319703463
W06000002,,54523.0,8634.0,6329.0,2011,0.4229766758003074
W06000001,,30726.0,4693.0,3570.0,2011,0.43204647222558396
W06000024,,25202.0,3194.0,2762.0,2011,0.46373404969778376
W06000021,,43210.0,8747.0,3736.0,2011,0.29928703036129134
W06000012,,59258.0,7651.0,6700.0,2011,0.4668664204585046
W06000022,,64691.0,9853.0,6215.0,2011,0.38679362708488924
W06000009,,54774.0,7161.0,6344.0,2011,0.4697519437245465
W06000023,,64632.0,9065.0,6500.0,2011,0.41760359781561196
W06000016,,99690.0,13856.0,11770.0,2011,0.4592991493014907
W06000011,,103457.0,17792.0,10060.0,2011,0.361194887261238
W06000020,,40415.0,5135.0,4511.0,2011,0.46765498652291104
W06000014,,59274.0,10846.0,6048.0,2011,0.3579969219841364
W06000006,,63967.0,9123.0,6737.0,2011,0.42477931904161415
E08000025,,425748.0,77693.0,42754.0,2011,0.35496110322382457
E07000234,,46604.0,9791.0,4147.0,2011,0.29753192710575405
E07000192,,47599.0,5269.0,4685.0,2011,0.47066505927265423
E08000026,,138142.0,22162.0,13555.0,2011,0.37951115715205647
E08000027,,142669.0,19950.0,13616.0,2011,0.4056485729607341
E07000193,,55186.0,8032.0,4677.0,2011,0.3680069242269258
E06000019,,91250.0,13191.0,8973.0,2011,0.4048456957227937
E07000194,,49339.0,9091.0,3813.0,2011,0.2954897706137632
E07000235,,34767.0,7052.0,3172.0,2011,0.3102503912363067
E07000195,,57642.0,9073.0,5623.0,2011,0.38262112139357646
E07000218,,31418.0,4073.0,2692.0,2011,0.39793052475979307
E07000219,,60416.0,7741.0,5989.0,2011,0.4361981063364894
E07000236,,43095.0,5643.0,4013.0,2011,0.41559652029826016
E07000220,,50716.0,8938.0,4031.0,2011,0.3108181047112345
E08000028,,129039.0,14340.0,13077.0,2011,0.476966845387898
E06000051,,152309.0,24084.0,15249.0,2011,0.38768972618412023
E08000029,,98539.0,19550.0,8120.0,2011,0.29345861944344054
E07000196,,53674.0,8872.0,4338.0,2011,0.3283875851627555
E07000197,,64886.0,12363.0,5506.0,2011,0.3081314007499021
E07000198,,47942.0,7042.0,4713.0,2011,0.40093577201190983
E06000021,,108538.0,11354.0,11958.0,2011,0.5129547014413178
E07000221,,61377.0,11343.0,4980.0,2011,0.30509097592354345
E07000199,,38392.0,4422.0,3138.0,2011,0.4150793650793651
E06000020,,78624.0,10940.0,7322.0,2011,0.4009418464571241
E08000030,,112780.0,14237.0,11131.0,2011,0.43878114159571113
E07000222,,70069.0,17469.0,5487.0,2011,0.23902247778358598
E08000031,,104765.0,14309.0,10724.0,2011,0.4283945192346103
E07000237,,50330.0,9112.0,4608.0,2011,0.3358600583090379
E07000238,,58785.0,9467.0,5114.0,2011,0.3507304025786983
E07000239,,46672.0,6293.0,4843.0,2011,0.4348958333333333
E08000016,,104015.0,12877.0,10806.0,2011,0.4562766541401005
E08000032,,219947.0,32167.0,22399.0,2011,0.4104937140343804
E08000033,,97063.0,16381.0,9478.0,2011,0.3665261611044511
E07000163,,27916.0,5109.0,2428.0,2011,0.3221440891601433
E08000017,,134460.0,15162.0,13924.0,2011,0.4787182837103761
E06000011,,159885.0,25973.0,15319.0,2011,0.3709919597016371
E07000164,,45714.0,7814.0,3837.0,2011,0.32932795468200154
E07000165,,82088.0,14960.0,7399.0,2011,0.3309181984883045
E06000010,,111269.0,11635.0,11602.0,2011,0.49928992554976975
E08000034,,193183.0,30039.0,17881.0,2011,0.37314273789649416
E08000035,,356677.0,66014.0,32435.0,2011,0.329459923412122
E06000012,,71144.0,7398.0,7371.0,2011,0.4990859232175503
E06000013,,78459.0,9560.0,7494.0,2011,0.43942770024627653
E07000166,,28015.0,3286.0,2172.0,2011,0.3979479662880176
E08000018,,115323.0,14447.0,12009.0,2011,0.4539234956153613
E07000167,,25818.0,3635.0,2375.0,2011,0.3951747088186356
E07000168,,48747.0,6223.0,5218.0,2011,0.4560790140721965
E07000169,,43495.0,6689.0,3827.0,2011,0.36392164321034615
E08000019,,245255.0,47949.0,23291.0,2011,0.3269371139809096
E08000036,,152354.0,18524.0,14859.0,2011,0.44510679088158644
E06000014,,99183.0,19938.0,9021.0,2011,0.3115093753237336
"In order to protect against disclosure of personal information, records",,,,,2011,
have been swapped between different geographic areas. Some counts will,,,,,2011,
"be affected, particularly small counts at the lowest geographies",,,,,2011,
,,,,,2011,
,,,,,2011,
,,,,,2011,
All usual residents aged 16 and over in employment the week before the census,,,,,2011,
Persons,,,,,2011,
2011,,,,,2011,
"O, P, Q Public administration, education and health",,,,,2011,
mnemonic,,,,,2011,
E07000032,,15791.0,4784.0,3805.0,2011,0.44300849924321806
E07000170,,14595.0,3289.0,4248.0,2011,0.5636194772455885
E07000171,,15198.0,4310.0,4253.0,2011,0.4966717271984118
E07000129,,13658.0,4345.0,3066.0,2011,0.41370935096478206
E07000033,,9262.0,2173.0,2811.0,2011,0.5640048154093098
E07000136,,7575.0,2201.0,2271.0,2011,0.5078264758497316
E07000172,,17003.0,6531.0,3005.0,2011,0.31512164429530204
E07000130,,23377.0,8256.0,5161.0,2011,0.3846612506521577
E07000034,,14942.0,4212.0,3942.0,2011,0.48344370860927155
E07000150,,5831.0,1388.0,1856.0,2011,0.5721331689272503
E07000151,,9535.0,3279.0,2250.0,2011,0.40694519804666307
E06000015,,32094.0,9869.0,8207.0,2011,0.45402743969904846
E07000035,,9719.0,3860.0,1909.0,2011,0.3309065695961172
E07000137,,16646.0,4468.0,4784.0,2011,0.5170773886727195
E07000152,,11361.0,3518.0,3017.0,2011,0.46166794185156845
E07000036,,14061.0,4092.0,3406.0,2011,0.4542544678580955
E07000173,,17857.0,5821.0,3640.0,2011,0.3847373427756051
E07000131,,12178.0,4831.0,2388.0,2011,0.3307937387449785
E07000037,,13549.0,4754.0,3263.0,2011,0.4070101035299988
E07000132,,13640.0,4429.0,3475.0,2011,0.4396508097165992
E07000153,,13006.0,4205.0,3424.0,2011,0.44881373705597066
E06000016,,38826.0,12803.0,10064.0,2011,0.44011020247518257
E07000138,,13710.0,3995.0,3550.0,2011,0.47051027170311466
E07000174,,13872.0,3386.0,3837.0,2011,0.5312197147999447
E07000133,,6780.0,2151.0,1731.0,2011,0.44590417310664604
E07000175,,15443.0,4602.0,3889.0,2011,0.45801436815451657
E07000038,,13251.0,3947.0,3223.0,2011,0.4495118549511855
E07000139,,19643.0,4745.0,3862.0,2011,0.44870454281398864
E07000134,,11069.0,3439.0,2923.0,2011,0.45944671486953786
E07000154,,28181.0,8650.0,7696.0,2011,0.47081854888046004
E06000018,,36902.0,12004.0,9074.0,2011,0.43049625201632036
E07000135,,8470.0,2843.0,1773.0,2011,0.38409878682842286
E07000176,,18431.0,8276.0,2655.0,2011,0.24288720153691337
E06000017,,6185.0,1881.0,1012.0,2011,0.34980988593155893
E07000039,,12302.0,3982.0,2979.0,2011,0.42795575348369486
E07000140,,8213.0,2049.0,2683.0,2011,0.5669907016060862
E07000141,,18598.0,5567.0,4555.0,2011,0.4500098794704604
E07000155,,11570.0,3854.0,2535.0,2011,0.3967757082485522
E07000156,,8750.0,2381.0,2489.0,2011,0.511088295687885
E07000142,,13715.0,4326.0,3366.0,2011,0.437597503900156
E07000200,,11241.0,3439.0,2733.0,2011,0.44280622164614386
E07000066,,19787.0,5717.0,5291.0,2011,0.48065043604651164
E06000055,,23255.0,7608.0,5153.0,2011,0.4038084789593292
E07000067,,18909.0,4959.0,5022.0,2011,0.503155996393147
E07000143,,16332.0,3867.0,4612.0,2011,0.5439320674607855
E07000068,,9888.0,3715.0,2060.0,2011,0.3567099567099567
E07000144,,17358.0,4960.0,4432.0,2011,0.47189097103918226
E07000095,,10167.0,2619.0,2550.0,2011,0.4933255948926291
E07000008,,22707.0,11899.0,3126.0,2011,0.2080532445923461
E07000069,,9772.0,2267.0,2690.0,2011,0.5426669356465604
E06000056,,34914.0,10629.0,7899.0,2011,0.4263277202072539
E07000070,,24294.0,8321.0,4754.0,2011,0.3635946462715105
E07000071,,28192.0,8887.0,6356.0,2011,0.41697828511447876
E07000096,,18317.0,6012.0,4166.0,2011,0.4093142071133818
E07000009,,11555.0,3800.0,2872.0,2011,0.4304556354916067
E07000242,,18007.0,6409.0,3685.0,2011,0.3650683574400634
E07000072,,15251.0,4850.0,3126.0,2011,0.39192577733199596
E07000010,,10930.0,2220.0,3482.0,2011,0.6106629252893722
E07000201,,6815.0,1441.0,1784.0,2011,0.5531782945736434
E07000145,,11127.0,2661.0,3502.0,2011,0.568229758234626
E07000073,,10771.0,2843.0,3043.0,2011,0.516989466530751
E07000098,,13000.0,4540.0,2834.0,2011,0.38432329807431515
E07000011,,25049.0,7214.0,5607.0,2011,0.43732938148350364
E07000202,,17741.0,5089.0,4901.0,2011,0.49059059059059057
E07000146,,19246.0,5259.0,4987.0,2011,0.48672652742533673
E06000032,,22513.0,6475.0,6351.0,2011,0.49516606892250115
E07000074,,7365.0,2272.0,1828.0,2011,0.4458536585365854
E07000203,,13500.0,3983.0,3091.0,2011,0.4369522193949675
E07000099,,17431.0,6284.0,3782.0,2011,0.37572024637393203
E07000147,,11552.0,3162.0,3598.0,2011,0.5322485207100591
E07000148,,18875.0,7339.0,4316.0,2011,0.3703131703131703
E06000031,,22229.0,5836.0,5770.0,2011,0.49715664311562985
E07000075,,10354.0,2915.0,2275.0,2011,0.43834296724470134
E07000012,,25778.0,10143.0,4734.0,2011,0.31820931639443434
E07000149,,17862.0,6267.0,4097.0,2011,0.3953106908529525
E06000033,,23455.0,7856.0,5498.0,2011,0.41171184663771154
E07000240,,19460.0,8586.0,3484.0,2011,0.2886495443247722
E07000204,,16486.0,4757.0,3979.0,2011,0.4554716117216117
E07000243,,11082.0,3171.0,2992.0,2011,0.4854778516956028
E07000205,,16841.0,5352.0,3793.0,2011,0.4147621651175506
E07000076,,16098.0,3550.0,5549.0,2011,0.6098472359599956
E07000102,,11868.0,4239.0,2369.0,2011,0.3585048426150121
E06000034,,17530.0,4540.0,4474.0,2011,0.49633902817838915
E07000077,,10247.0,3418.0,2195.0,2011,0.39105647603776944
E07000103,,12660.0,4499.0,2854.0,2011,0.38814089487284104
E07000206,,13235.0,3389.0,4135.0,2011,0.5495746943115364
E07000241,,13691.0,4604.0,3169.0,2011,0.40769329731120546
E09000002,,21299.0,5987.0,5861.0,2011,0.49468264686022956
E09000003,,46270.0,20253.0,8616.0,2011,0.2984516263119609
E09000004,,31127.0,8552.0,6811.0,2011,0.44333788973507776
E09000005,,32565.0,12035.0,6953.0,2011,0.3661786391405098
E09000006,,43270.0,15790.0,7652.0,2011,0.32642266018257826
E09000007,,26072.0,13621.0,3176.0,2011,0.18908138358040127
E09000001,,775.0,446.0,50.0,2011,0.10080645161290322
E09000008,,53030.0,16927.0,11152.0,2011,0.39716514120873253
E09000009,,37543.0,15387.0,6977.0,2011,0.31197460203899124
E09000010,,40067.0,14385.0,8886.0,2011,0.3818486528297022
E09000011,,33989.0,11889.0,7448.0,2011,0.385168330144283
E09000012,,30820.0,13085.0,5545.0,2011,0.297638217928073
E09000013,,20679.0,9842.0,3147.0,2011,0.24228193086457772
E09000014,,33285.0,14538.0,5764.0,2011,0.28391291498374543
E09000015,,28858.0,11141.0,5389.0,2011,0.3260133091349062
E09000016,,29807.0,8671.0,6497.0,2011,0.428335970464135
E09000017,,33171.0,10600.0,7112.0,2011,0.4015356820234869
E09000018,,26178.0,9134.0,5774.0,2011,0.3873088274751811
E09000019,,25292.0,11697.0,3524.0,2011,0.23152223901189148
E09000020,,12456.0,5852.0,1832.0,2011,0.23841749089016137
E09000021,,22872.0,9404.0,3924.0,2011,0.29441776710684275
E09000022,,41989.0,17538.0,6867.0,2011,0.2813767670559312
E09000023,,41878.0,16261.0,8315.0,2011,0.3383382161458333
E09000024,,27495.0,10932.0,5101.0,2011,0.3181563026258342
E09000025,,30596.0,9919.0,7437.0,2011,0.4284973496197281
E09000026,,35928.0,14114.0,6309.0,2011,0.30891641776428536
E09000027,,24266.0,11490.0,3334.0,2011,0.2249055585536967
E09000028,,39692.0,16641.0,7370.0,2011,0.3069426512848278
E09000029,,29866.0,9724.0,6108.0,2011,0.3858009095502779
E09000030,,25387.0,10478.0,4431.0,2011,0.2972030317258032
